s1,s2
ROIs1970_fall_s1_29_p692.png,ROIs1970_fall_s2_29_p692.png
ROIs1868_summer_s1_59_p967.png,ROIs1868_summer_s2_59_p967.png
ROIs1970_fall_s1_29_p393.png,ROIs1970_fall_s2_29_p393.png
ROIs1970_fall_s1_29_p547.png,ROIs1970_fall_s2_29_p547.png
ROIs1970_fall_s1_113_p86.png,ROIs1970_fall_s2_113_p86.png
ROIs1868_summer_s1_59_p781.png,ROIs1868_summer_s2_59_p781.png
ROIs1970_fall_s1_29_p569.png,ROIs1970_fall_s2_29_p569.png
ROIs1970_fall_s1_29_p416.png,ROIs1970_fall_s2_29_p416.png
ROIs1970_fall_s1_133_p1068.png,ROIs1970_fall_s2_133_p1068.png
ROIs1868_summer_s1_59_p446.png,ROIs1868_summer_s2_59_p446.png
ROIs1970_fall_s1_29_p184.png,ROIs1970_fall_s2_29_p184.png
ROIs1970_fall_s1_29_p425.png,ROIs1970_fall_s2_29_p425.png
ROIs1970_fall_s1_29_p157.png,ROIs1970_fall_s2_29_p157.png
ROIs1868_summer_s1_59_p1232.png,ROIs1868_summer_s2_59_p1232.png
ROIs1970_fall_s1_29_p37.png,ROIs1970_fall_s2_29_p37.png
ROIs1970_fall_s1_29_p168.png,ROIs1970_fall_s2_29_p168.png
ROIs1970_fall_s1_19_p943.png,ROIs1970_fall_s2_19_p943.png
ROIs1868_summer_s1_59_p661.png,ROIs1868_summer_s2_59_p661.png
ROIs1970_fall_s1_19_p376.png,ROIs1970_fall_s2_19_p376.png
ROIs1868_summer_s1_59_p72.png,ROIs1868_summer_s2_59_p72.png
ROIs1970_fall_s1_29_p109.png,ROIs1970_fall_s2_29_p109.png
ROIs1970_fall_s1_19_p691.png,ROIs1970_fall_s2_19_p691.png
ROIs1868_summer_s1_59_p1313.png,ROIs1868_summer_s2_59_p1313.png
ROIs1970_fall_s1_19_p798.png,ROIs1970_fall_s2_19_p798.png
ROIs1970_fall_s1_113_p285.png,ROIs1970_fall_s2_113_p285.png
ROIs1970_fall_s1_19_p174.png,ROIs1970_fall_s2_19_p174.png
ROIs1970_fall_s1_19_p279.png,ROIs1970_fall_s2_19_p279.png
ROIs1970_fall_s1_19_p93.png,ROIs1970_fall_s2_19_p93.png
ROIs1970_fall_s1_19_p889.png,ROIs1970_fall_s2_19_p889.png
ROIs1970_fall_s1_133_p153.png,ROIs1970_fall_s2_133_p153.png
ROIs1970_fall_s1_19_p835.png,ROIs1970_fall_s2_19_p835.png
ROIs1868_summer_s1_59_p902.png,ROIs1868_summer_s2_59_p902.png
ROIs1970_fall_s1_133_p338.png,ROIs1970_fall_s2_133_p338.png
ROIs1970_fall_s1_29_p348.png,ROIs1970_fall_s2_29_p348.png
ROIs1868_summer_s1_59_p883.png,ROIs1868_summer_s2_59_p883.png
ROIs1970_fall_s1_19_p834.png,ROIs1970_fall_s2_19_p834.png
ROIs1970_fall_s1_29_p66.png,ROIs1970_fall_s2_29_p66.png
ROIs1970_fall_s1_19_p627.png,ROIs1970_fall_s2_19_p627.png
ROIs1970_fall_s1_19_p472.png,ROIs1970_fall_s2_19_p472.png
ROIs1970_fall_s1_113_p600.png,ROIs1970_fall_s2_113_p600.png
ROIs1970_fall_s1_133_p183.png,ROIs1970_fall_s2_133_p183.png
ROIs1970_fall_s1_19_p219.png,ROIs1970_fall_s2_19_p219.png
ROIs1970_fall_s1_19_p397.png,ROIs1970_fall_s2_19_p397.png
ROIs1970_fall_s1_113_p233.png,ROIs1970_fall_s2_113_p233.png
ROIs1970_fall_s1_29_p605.png,ROIs1970_fall_s2_29_p605.png
ROIs1868_summer_s1_59_p824.png,ROIs1868_summer_s2_59_p824.png
ROIs1970_fall_s1_29_p996.png,ROIs1970_fall_s2_29_p996.png
ROIs1970_fall_s1_29_p654.png,ROIs1970_fall_s2_29_p654.png
ROIs1970_fall_s1_133_p125.png,ROIs1970_fall_s2_133_p125.png
ROIs1970_fall_s1_29_p436.png,ROIs1970_fall_s2_29_p436.png
ROIs1970_fall_s1_29_p81.png,ROIs1970_fall_s2_29_p81.png
ROIs1970_fall_s1_113_p155.png,ROIs1970_fall_s2_113_p155.png
ROIs1970_fall_s1_19_p16.png,ROIs1970_fall_s2_19_p16.png
ROIs1970_fall_s1_113_p365.png,ROIs1970_fall_s2_113_p365.png
ROIs1868_summer_s1_59_p423.png,ROIs1868_summer_s2_59_p423.png
ROIs1868_summer_s1_59_p820.png,ROIs1868_summer_s2_59_p820.png
ROIs1868_summer_s1_59_p1192.png,ROIs1868_summer_s2_59_p1192.png
ROIs1970_fall_s1_19_p814.png,ROIs1970_fall_s2_19_p814.png
ROIs1970_fall_s1_19_p151.png,ROIs1970_fall_s2_19_p151.png
ROIs1970_fall_s1_19_p196.png,ROIs1970_fall_s2_19_p196.png
ROIs1970_fall_s1_29_p69.png,ROIs1970_fall_s2_29_p69.png
ROIs1970_fall_s1_113_p629.png,ROIs1970_fall_s2_113_p629.png
ROIs1868_summer_s1_59_p922.png,ROIs1868_summer_s2_59_p922.png
ROIs1970_fall_s1_113_p164.png,ROIs1970_fall_s2_113_p164.png
ROIs1970_fall_s1_19_p142.png,ROIs1970_fall_s2_19_p142.png
ROIs1970_fall_s1_133_p458.png,ROIs1970_fall_s2_133_p458.png
ROIs1970_fall_s1_29_p62.png,ROIs1970_fall_s2_29_p62.png
ROIs1970_fall_s1_29_p399.png,ROIs1970_fall_s2_29_p399.png
ROIs1868_summer_s1_59_p1319.png,ROIs1868_summer_s2_59_p1319.png
ROIs1970_fall_s1_29_p145.png,ROIs1970_fall_s2_29_p145.png
ROIs1868_summer_s1_59_p300.png,ROIs1868_summer_s2_59_p300.png
ROIs1970_fall_s1_133_p521.png,ROIs1970_fall_s2_133_p521.png
ROIs1970_fall_s1_19_p48.png,ROIs1970_fall_s2_19_p48.png
ROIs1970_fall_s1_19_p737.png,ROIs1970_fall_s2_19_p737.png
ROIs1868_summer_s1_59_p460.png,ROIs1868_summer_s2_59_p460.png
ROIs1868_summer_s1_59_p1201.png,ROIs1868_summer_s2_59_p1201.png
ROIs1868_summer_s1_59_p1357.png,ROIs1868_summer_s2_59_p1357.png
ROIs1970_fall_s1_133_p880.png,ROIs1970_fall_s2_133_p880.png
ROIs1970_fall_s1_113_p596.png,ROIs1970_fall_s2_113_p596.png
ROIs1970_fall_s1_113_p688.png,ROIs1970_fall_s2_113_p688.png
ROIs1868_summer_s1_59_p372.png,ROIs1868_summer_s2_59_p372.png
ROIs1868_summer_s1_59_p583.png,ROIs1868_summer_s2_59_p583.png
ROIs1970_fall_s1_115_p68.png,ROIs1970_fall_s2_115_p68.png
ROIs1970_fall_s1_29_p630.png,ROIs1970_fall_s2_29_p630.png
ROIs1970_fall_s1_113_p66.png,ROIs1970_fall_s2_113_p66.png
ROIs1970_fall_s1_29_p1014.png,ROIs1970_fall_s2_29_p1014.png
ROIs1970_fall_s1_113_p455.png,ROIs1970_fall_s2_113_p455.png
ROIs1970_fall_s1_113_p422.png,ROIs1970_fall_s2_113_p422.png
ROIs1970_fall_s1_19_p313.png,ROIs1970_fall_s2_19_p313.png
ROIs1970_fall_s1_113_p294.png,ROIs1970_fall_s2_113_p294.png
ROIs1970_fall_s1_115_p127.png,ROIs1970_fall_s2_115_p127.png
ROIs1970_fall_s1_19_p68.png,ROIs1970_fall_s2_19_p68.png
ROIs1868_summer_s1_59_p1216.png,ROIs1868_summer_s2_59_p1216.png
ROIs1970_fall_s1_113_p104.png,ROIs1970_fall_s2_113_p104.png
ROIs1970_fall_s1_19_p747.png,ROIs1970_fall_s2_19_p747.png
ROIs1868_summer_s1_59_p555.png,ROIs1868_summer_s2_59_p555.png
ROIs1970_fall_s1_29_p932.png,ROIs1970_fall_s2_29_p932.png
ROIs1970_fall_s1_19_p324.png,ROIs1970_fall_s2_19_p324.png
ROIs1970_fall_s1_113_p41.png,ROIs1970_fall_s2_113_p41.png
ROIs1970_fall_s1_133_p211.png,ROIs1970_fall_s2_133_p211.png
ROIs1970_fall_s1_19_p39.png,ROIs1970_fall_s2_19_p39.png
ROIs1868_summer_s1_59_p660.png,ROIs1868_summer_s2_59_p660.png
ROIs1868_summer_s1_59_p1184.png,ROIs1868_summer_s2_59_p1184.png
ROIs1970_fall_s1_29_p133.png,ROIs1970_fall_s2_29_p133.png
ROIs1970_fall_s1_113_p78.png,ROIs1970_fall_s2_113_p78.png
ROIs1868_summer_s1_59_p187.png,ROIs1868_summer_s2_59_p187.png
ROIs1868_summer_s1_59_p46.png,ROIs1868_summer_s2_59_p46.png
ROIs1970_fall_s1_29_p313.png,ROIs1970_fall_s2_29_p313.png
ROIs1970_fall_s1_115_p133.png,ROIs1970_fall_s2_115_p133.png
ROIs1970_fall_s1_113_p419.png,ROIs1970_fall_s2_113_p419.png
ROIs1868_summer_s1_59_p1137.png,ROIs1868_summer_s2_59_p1137.png
ROIs1970_fall_s1_19_p295.png,ROIs1970_fall_s2_19_p295.png
ROIs1970_fall_s1_113_p67.png,ROIs1970_fall_s2_113_p67.png
ROIs1868_summer_s1_59_p1045.png,ROIs1868_summer_s2_59_p1045.png
ROIs1970_fall_s1_29_p606.png,ROIs1970_fall_s2_29_p606.png
ROIs1868_summer_s1_59_p1274.png,ROIs1868_summer_s2_59_p1274.png
ROIs1970_fall_s1_19_p961.png,ROIs1970_fall_s2_19_p961.png
ROIs1868_summer_s1_59_p653.png,ROIs1868_summer_s2_59_p653.png
ROIs1970_fall_s1_29_p843.png,ROIs1970_fall_s2_29_p843.png
ROIs1970_fall_s1_29_p347.png,ROIs1970_fall_s2_29_p347.png
ROIs1970_fall_s1_133_p63.png,ROIs1970_fall_s2_133_p63.png
ROIs1868_summer_s1_59_p1063.png,ROIs1868_summer_s2_59_p1063.png
ROIs1868_summer_s1_59_p543.png,ROIs1868_summer_s2_59_p543.png
ROIs1970_fall_s1_115_p4.png,ROIs1970_fall_s2_115_p4.png
ROIs1868_summer_s1_59_p221.png,ROIs1868_summer_s2_59_p221.png
ROIs1970_fall_s1_133_p608.png,ROIs1970_fall_s2_133_p608.png
ROIs1868_summer_s1_59_p504.png,ROIs1868_summer_s2_59_p504.png
ROIs1970_fall_s1_113_p210.png,ROIs1970_fall_s2_113_p210.png
ROIs1868_summer_s1_59_p982.png,ROIs1868_summer_s2_59_p982.png
ROIs1970_fall_s1_29_p140.png,ROIs1970_fall_s2_29_p140.png
ROIs1970_fall_s1_113_p470.png,ROIs1970_fall_s2_113_p470.png
ROIs1970_fall_s1_113_p158.png,ROIs1970_fall_s2_113_p158.png
ROIs1970_fall_s1_133_p491.png,ROIs1970_fall_s2_133_p491.png
ROIs1970_fall_s1_115_p32.png,ROIs1970_fall_s2_115_p32.png
ROIs1970_fall_s1_29_p1110.png,ROIs1970_fall_s2_29_p1110.png
ROIs1970_fall_s1_29_p332.png,ROIs1970_fall_s2_29_p332.png
ROIs1868_summer_s1_59_p1403.png,ROIs1868_summer_s2_59_p1403.png
ROIs1868_summer_s1_59_p308.png,ROIs1868_summer_s2_59_p308.png
ROIs1970_fall_s1_115_p303.png,ROIs1970_fall_s2_115_p303.png
ROIs1970_fall_s1_133_p36.png,ROIs1970_fall_s2_133_p36.png
ROIs1970_fall_s1_19_p666.png,ROIs1970_fall_s2_19_p666.png
ROIs1970_fall_s1_113_p173.png,ROIs1970_fall_s2_113_p173.png
ROIs1970_fall_s1_133_p7.png,ROIs1970_fall_s2_133_p7.png
ROIs1868_summer_s1_59_p623.png,ROIs1868_summer_s2_59_p623.png
ROIs1868_summer_s1_59_p747.png,ROIs1868_summer_s2_59_p747.png
ROIs1970_fall_s1_133_p155.png,ROIs1970_fall_s2_133_p155.png
ROIs1970_fall_s1_113_p5.png,ROIs1970_fall_s2_113_p5.png
ROIs1970_fall_s1_19_p857.png,ROIs1970_fall_s2_19_p857.png
ROIs1868_summer_s1_59_p1314.png,ROIs1868_summer_s2_59_p1314.png
ROIs1868_summer_s1_59_p794.png,ROIs1868_summer_s2_59_p794.png
ROIs1868_summer_s1_59_p1034.png,ROIs1868_summer_s2_59_p1034.png
ROIs1970_fall_s1_29_p340.png,ROIs1970_fall_s2_29_p340.png
ROIs1970_fall_s1_113_p522.png,ROIs1970_fall_s2_113_p522.png
ROIs1868_summer_s1_59_p909.png,ROIs1868_summer_s2_59_p909.png
ROIs1868_summer_s1_59_p935.png,ROIs1868_summer_s2_59_p935.png
ROIs1970_fall_s1_29_p104.png,ROIs1970_fall_s2_29_p104.png
ROIs1970_fall_s1_29_p352.png,ROIs1970_fall_s2_29_p352.png
ROIs1868_summer_s1_59_p435.png,ROIs1868_summer_s2_59_p435.png
ROIs1868_summer_s1_59_p414.png,ROIs1868_summer_s2_59_p414.png
ROIs1970_fall_s1_113_p146.png,ROIs1970_fall_s2_113_p146.png
ROIs1970_fall_s1_133_p156.png,ROIs1970_fall_s2_133_p156.png
ROIs1868_summer_s1_59_p753.png,ROIs1868_summer_s2_59_p753.png
ROIs1868_summer_s1_59_p740.png,ROIs1868_summer_s2_59_p740.png
ROIs1970_fall_s1_113_p112.png,ROIs1970_fall_s2_113_p112.png
ROIs1970_fall_s1_19_p76.png,ROIs1970_fall_s2_19_p76.png
ROIs1868_summer_s1_59_p807.png,ROIs1868_summer_s2_59_p807.png
ROIs1970_fall_s1_29_p54.png,ROIs1970_fall_s2_29_p54.png
ROIs1868_summer_s1_59_p698.png,ROIs1868_summer_s2_59_p698.png
ROIs1868_summer_s1_59_p531.png,ROIs1868_summer_s2_59_p531.png
ROIs1970_fall_s1_29_p599.png,ROIs1970_fall_s2_29_p599.png
ROIs1970_fall_s1_29_p190.png,ROIs1970_fall_s2_29_p190.png
ROIs1868_summer_s1_59_p1247.png,ROIs1868_summer_s2_59_p1247.png
ROIs1970_fall_s1_29_p577.png,ROIs1970_fall_s2_29_p577.png
ROIs1970_fall_s1_113_p345.png,ROIs1970_fall_s2_113_p345.png
ROIs1970_fall_s1_29_p499.png,ROIs1970_fall_s2_29_p499.png
ROIs1970_fall_s1_29_p103.png,ROIs1970_fall_s2_29_p103.png
ROIs1868_summer_s1_59_p121.png,ROIs1868_summer_s2_59_p121.png
ROIs1970_fall_s1_133_p265.png,ROIs1970_fall_s2_133_p265.png
ROIs1970_fall_s1_29_p251.png,ROIs1970_fall_s2_29_p251.png
ROIs1970_fall_s1_19_p622.png,ROIs1970_fall_s2_19_p622.png
ROIs1868_summer_s1_59_p778.png,ROIs1868_summer_s2_59_p778.png
ROIs1970_fall_s1_113_p7.png,ROIs1970_fall_s2_113_p7.png
ROIs1970_fall_s1_29_p72.png,ROIs1970_fall_s2_29_p72.png
ROIs1970_fall_s1_19_p846.png,ROIs1970_fall_s2_19_p846.png
ROIs1970_fall_s1_133_p395.png,ROIs1970_fall_s2_133_p395.png
ROIs1970_fall_s1_29_p362.png,ROIs1970_fall_s2_29_p362.png
ROIs1970_fall_s1_29_p344.png,ROIs1970_fall_s2_29_p344.png
ROIs1970_fall_s1_133_p1099.png,ROIs1970_fall_s2_133_p1099.png
ROIs1970_fall_s1_133_p430.png,ROIs1970_fall_s2_133_p430.png
ROIs1970_fall_s1_29_p334.png,ROIs1970_fall_s2_29_p334.png
ROIs1970_fall_s1_29_p86.png,ROIs1970_fall_s2_29_p86.png
ROIs1868_summer_s1_59_p256.png,ROIs1868_summer_s2_59_p256.png
ROIs1970_fall_s1_19_p603.png,ROIs1970_fall_s2_19_p603.png
ROIs1868_summer_s1_59_p955.png,ROIs1868_summer_s2_59_p955.png
ROIs1970_fall_s1_29_p206.png,ROIs1970_fall_s2_29_p206.png
ROIs1868_summer_s1_59_p1139.png,ROIs1868_summer_s2_59_p1139.png
ROIs1868_summer_s1_59_p831.png,ROIs1868_summer_s2_59_p831.png
ROIs1970_fall_s1_29_p389.png,ROIs1970_fall_s2_29_p389.png
ROIs1970_fall_s1_19_p551.png,ROIs1970_fall_s2_19_p551.png
ROIs1970_fall_s1_29_p864.png,ROIs1970_fall_s2_29_p864.png
ROIs1970_fall_s1_19_p423.png,ROIs1970_fall_s2_19_p423.png
ROIs1970_fall_s1_133_p667.png,ROIs1970_fall_s2_133_p667.png
ROIs1970_fall_s1_133_p942.png,ROIs1970_fall_s2_133_p942.png
ROIs1970_fall_s1_29_p263.png,ROIs1970_fall_s2_29_p263.png
ROIs1970_fall_s1_113_p400.png,ROIs1970_fall_s2_113_p400.png
ROIs1970_fall_s1_29_p388.png,ROIs1970_fall_s2_29_p388.png
ROIs1970_fall_s1_19_p982.png,ROIs1970_fall_s2_19_p982.png
ROIs1868_summer_s1_59_p1123.png,ROIs1868_summer_s2_59_p1123.png
ROIs1970_fall_s1_29_p593.png,ROIs1970_fall_s2_29_p593.png
ROIs1970_fall_s1_29_p134.png,ROIs1970_fall_s2_29_p134.png
ROIs1970_fall_s1_29_p533.png,ROIs1970_fall_s2_29_p533.png
ROIs1970_fall_s1_29_p21.png,ROIs1970_fall_s2_29_p21.png
ROIs1970_fall_s1_113_p319.png,ROIs1970_fall_s2_113_p319.png
ROIs1970_fall_s1_19_p713.png,ROIs1970_fall_s2_19_p713.png
ROIs1970_fall_s1_29_p113.png,ROIs1970_fall_s2_29_p113.png
ROIs1868_summer_s1_59_p182.png,ROIs1868_summer_s2_59_p182.png
ROIs1970_fall_s1_19_p804.png,ROIs1970_fall_s2_19_p804.png
ROIs1970_fall_s1_19_p187.png,ROIs1970_fall_s2_19_p187.png
ROIs1970_fall_s1_19_p845.png,ROIs1970_fall_s2_19_p845.png
ROIs1868_summer_s1_59_p174.png,ROIs1868_summer_s2_59_p174.png
ROIs1970_fall_s1_113_p55.png,ROIs1970_fall_s2_113_p55.png
ROIs1868_summer_s1_59_p1135.png,ROIs1868_summer_s2_59_p1135.png
ROIs1970_fall_s1_113_p548.png,ROIs1970_fall_s2_113_p548.png
ROIs1970_fall_s1_115_p36.png,ROIs1970_fall_s2_115_p36.png
ROIs1970_fall_s1_133_p492.png,ROIs1970_fall_s2_133_p492.png
ROIs1970_fall_s1_115_p118.png,ROIs1970_fall_s2_115_p118.png
ROIs1970_fall_s1_19_p421.png,ROIs1970_fall_s2_19_p421.png
ROIs1868_summer_s1_59_p386.png,ROIs1868_summer_s2_59_p386.png
ROIs1970_fall_s1_29_p295.png,ROIs1970_fall_s2_29_p295.png
ROIs1868_summer_s1_59_p712.png,ROIs1868_summer_s2_59_p712.png
ROIs1868_summer_s1_59_p1396.png,ROIs1868_summer_s2_59_p1396.png
ROIs1970_fall_s1_19_p676.png,ROIs1970_fall_s2_19_p676.png
ROIs1868_summer_s1_59_p1316.png,ROIs1868_summer_s2_59_p1316.png
ROIs1970_fall_s1_115_p136.png,ROIs1970_fall_s2_115_p136.png
ROIs1970_fall_s1_19_p87.png,ROIs1970_fall_s2_19_p87.png
ROIs1970_fall_s1_29_p777.png,ROIs1970_fall_s2_29_p777.png
ROIs1970_fall_s1_29_p929.png,ROIs1970_fall_s2_29_p929.png
ROIs1970_fall_s1_29_p805.png,ROIs1970_fall_s2_29_p805.png
ROIs1868_summer_s1_59_p1087.png,ROIs1868_summer_s2_59_p1087.png
ROIs1970_fall_s1_19_p951.png,ROIs1970_fall_s2_19_p951.png
ROIs1868_summer_s1_59_p817.png,ROIs1868_summer_s2_59_p817.png
ROIs1868_summer_s1_59_p892.png,ROIs1868_summer_s2_59_p892.png
ROIs1868_summer_s1_59_p168.png,ROIs1868_summer_s2_59_p168.png
ROIs1868_summer_s1_59_p1197.png,ROIs1868_summer_s2_59_p1197.png
ROIs1970_fall_s1_133_p190.png,ROIs1970_fall_s2_133_p190.png
ROIs1970_fall_s1_115_p593.png,ROIs1970_fall_s2_115_p593.png
ROIs1868_summer_s1_59_p1022.png,ROIs1868_summer_s2_59_p1022.png
ROIs1970_fall_s1_19_p204.png,ROIs1970_fall_s2_19_p204.png
ROIs1970_fall_s1_133_p757.png,ROIs1970_fall_s2_133_p757.png
ROIs1868_summer_s1_59_p1138.png,ROIs1868_summer_s2_59_p1138.png
ROIs1868_summer_s1_59_p491.png,ROIs1868_summer_s2_59_p491.png
ROIs1868_summer_s1_59_p344.png,ROIs1868_summer_s2_59_p344.png
ROIs1970_fall_s1_29_p67.png,ROIs1970_fall_s2_29_p67.png
ROIs1868_summer_s1_59_p865.png,ROIs1868_summer_s2_59_p865.png
ROIs1868_summer_s1_59_p795.png,ROIs1868_summer_s2_59_p795.png
ROIs1970_fall_s1_19_p406.png,ROIs1970_fall_s2_19_p406.png
ROIs1868_summer_s1_59_p1369.png,ROIs1868_summer_s2_59_p1369.png
ROIs1868_summer_s1_59_p587.png,ROIs1868_summer_s2_59_p587.png
ROIs1970_fall_s1_29_p1023.png,ROIs1970_fall_s2_29_p1023.png
ROIs1970_fall_s1_115_p620.png,ROIs1970_fall_s2_115_p620.png
ROIs1970_fall_s1_29_p176.png,ROIs1970_fall_s2_29_p176.png
ROIs1868_summer_s1_59_p1202.png,ROIs1868_summer_s2_59_p1202.png
ROIs1868_summer_s1_59_p494.png,ROIs1868_summer_s2_59_p494.png
ROIs1970_fall_s1_29_p930.png,ROIs1970_fall_s2_29_p930.png
ROIs1970_fall_s1_19_p740.png,ROIs1970_fall_s2_19_p740.png
ROIs1868_summer_s1_59_p377.png,ROIs1868_summer_s2_59_p377.png
ROIs1970_fall_s1_29_p193.png,ROIs1970_fall_s2_29_p193.png
ROIs1970_fall_s1_113_p36.png,ROIs1970_fall_s2_113_p36.png
ROIs1868_summer_s1_59_p205.png,ROIs1868_summer_s2_59_p205.png
ROIs1970_fall_s1_19_p686.png,ROIs1970_fall_s2_19_p686.png
ROIs1868_summer_s1_59_p953.png,ROIs1868_summer_s2_59_p953.png
ROIs1970_fall_s1_19_p830.png,ROIs1970_fall_s2_19_p830.png
ROIs1970_fall_s1_19_p915.png,ROIs1970_fall_s2_19_p915.png
ROIs1868_summer_s1_59_p61.png,ROIs1868_summer_s2_59_p61.png
ROIs1868_summer_s1_59_p1259.png,ROIs1868_summer_s2_59_p1259.png
ROIs1970_fall_s1_19_p856.png,ROIs1970_fall_s2_19_p856.png
